Visitors,Revenue,Country,Category
983090,953351.03,France,Adventure
152805,796288.73,Egypt,Urban
262486,856649.77,Brazil,Nature
483936,61960.05,USA,Beach
525563,2098.46,Egypt,Beach
663230,855687.29,Brazil,Urban
757553,84076.78,USA,Adventure
285552,252619.14,India,Urban
823956,910321.92,China,Historical
11354,972577.59,Egypt,Urban
170042,854002.13,USA,Adventure
921711,738154.77,India,Historical
161410,918177.07,Egypt,Adventure
423112,340988.89,Brazil,Cultural
432987,740642.36,India,Cultural
417158,353665.89,China,Urban
647520,692760.96,India,Nature
565226,376809.18,China,Historical
538901,722599.09,Egypt,Cultural
828178,747433.31,France,Beach
227752,468623.79,Egypt,Adventure
4145,834258.35,China,Adventure
69840,636321.19,China,Cultural
13386,378914.17,USA,Urban
732772,792452.4,USA,Nature
72670,179410.79,Brazil,Nature
641450,62403.2,USA,Beach
257032,492459.55,Brazil,Adventure
18239,236476.11,China,Adventure
813363,564650.97,USA,Historical
139642,734325.23,China,Historical
221735,390347.55,Egypt,Cultural
664794,192962.16,Brazil,Urban
278671,232750.17,France,Beach
163596,461438.2,China,Nature
473813,630202.95,China,Adventure
727023,24656.38,USA,Adventure
993508,987979.82,USA,Cultural
661712,131052.83,France,Historical
114043,717214.07,Egypt,Urban
921965,523025.88,France,Adventure
494250,622991.41,France,Urban
243881,983263.39,USA,Urban
849256,690455.43,France,Adventure
303661,661431.74,Australia,Historical
282316,793047.75,Egypt,Adventure
162348,93250.44,France,Adventure
103486,397654.92,Brazil,Adventure
731761,41499.53,USA,Nature
525404,396586.03,Egypt,Nature
414391,510695.66,Egypt,Cultural
572553,693566.97,Egypt,Beach
821925,180556.9,Egypt,Beach
794815,25143.48,Egypt,Cultural
637840,536084.34,Brazil,Urban
196181,141882.5,Egypt,Adventure
10961,711452.61,Brazil,Nature
456385,466753.96,China,Beach
873035,152670.39,USA,Adventure
90052,52917.79,France,Nature
712526,482179.2,Brazil,Urban
952342,235225.95,Egypt,Urban
765213,774814.91,Australia,Beach
656328,236113.88,Brazil,Cultural
592984,135940.23,France,Historical
293929,241794.73,Australia,Urban
821868,260766.23,India,Urban
376187,233502.33,USA,Historical
180447,595544.32,India,Beach
958037,850034.71,Egypt,Cultural
510319,431616.29,France,Cultural
876218,652002.32,China,Beach
298387,857937.64,Brazil,Adventure
187945,429823.42,Australia,Historical
43538,849555.44,Egypt,Cultural
242370,12852.41,Australia,Cultural
743016,623880.35,China,Nature
956623,820120.49,USA,Urban
49708,616396.77,France,Cultural
240787,735241.98,India,Adventure
274813,602583.69,France,Beach
527999,366528.73,Egypt,Beach
558056,476101.34,Australia,Nature
896286,636673.01,Egypt,Beach
586164,487816.72,China,Urban
959184,456432.49,USA,Adventure
519700,343302.71,China,Beach
917331,995992.47,France,Adventure
599591,172714.0,Australia,Nature
769850,405320.86,China,Cultural
209885,35285.09,USA,Nature
889861,435364.36,China,Urban
782314,316652.37,Australia,Historical
209700,5205.99,Egypt,Historical
913801,884902.49,USA,Historical
28972,802558.85,India,Adventure
182773,860003.52,Egypt,Beach
329996,746940.4,Brazil,Cultural
65125,431813.51,India,Historical
997653,725540.38,India,Beach
634223,311902.83,China,Historical
827424,139421.77,USA,Beach
677608,715207.57,USA,Urban
125443,646922.15,Egypt,Beach
700481,803806.71,Australia,Urban
470284,50100.89,USA,Cultural
93303,685454.98,Brazil,Beach
427412,695723.49,India,Nature
144035,712194.83,USA,Adventure
876095,510700.89,China,Nature
640526,495333.68,USA,Nature
798715,358886.35,Australia,Beach
133653,436696.37,India,Historical
241429,5342.25,India,Urban
385739,129226.36,Brazil,Adventure
247298,991539.78,Australia,Historical
343389,693153.55,USA,Historical
437313,698682.01,Egypt,Adventure
305395,141782.97,China,Adventure
650466,874218.34,France,Historical
792238,527364.41,China,Urban
855418,999200.95,Australia,Beach
336891,373820.93,Australia,Urban
182983,285515.68,France,Nature
723505,830242.1,China,Cultural
722185,767507.3,India,Cultural
635453,216440.26,China,Nature
798814,820621.15,China,Cultural
974432,348707.04,Brazil,Urban
351671,886344.09,Egypt,Adventure
412399,124179.47,Australia,Beach
685426,814037.59,Egypt,Historical
594240,316434.33,Australia,Beach
494704,453830.67,India,Adventure
690593,439376.85,Australia,Cultural
478427,897561.08,Australia,Urban
685579,886190.4,France,Nature
296800,220998.84,USA,Urban
739527,665825.28,Brazil,Urban
291503,574667.76,Egypt,Historical
96699,648317.06,India,Beach
116439,457947.3,Australia,Nature
651406,678026.2,France,Beach
337951,553324.04,USA,Cultural
664830,641775.09,Australia,Adventure
778476,107629.37,India,Urban
593215,420807.27,India,Urban
591594,836426.11,Brazil,Beach
808439,82857.2,Australia,Beach
129185,728137.54,Egypt,Historical
712350,997261.07,France,Cultural
596777,120127.22,China,Adventure
707774,38166.56,Egypt,Beach
569386,437172.07,Brazil,Beach
279978,217579.59,Egypt,Historical
82063,200266.39,Brazil,Beach
415359,22405.14,France,Nature
911690,389407.76,Australia,Beach
253745,532460.67,India,Historical
151945,488091.81,France,Nature
771828,195925.06,India,Historical
201925,411134.81,USA,Adventure
709989,607497.0,India,Cultural
357916,435170.75,France,Adventure
150641,814689.49,USA,Beach
737011,480246.66,Egypt,Historical
681523,198654.12,Brazil,Adventure
994503,349974.89,Egypt,Beach
887294,536977.11,Egypt,Adventure
691042,207470.19,France,Adventure
865919,721815.8,Brazil,Cultural
501316,458873.7,USA,Beach
706623,398691.81,Australia,Beach
883170,447569.16,Egypt,Urban
678325,986344.4,Australia,Beach
177402,514061.88,China,Nature
76864,641292.99,Egypt,Beach
730545,60517.06,Brazil,Cultural
840809,350118.94,India,Cultural
86506,746915.0,Australia,Cultural
773594,866495.68,India,Urban
513008,975122.81,China,Nature
579015,680398.04,China,Cultural
119881,590285.3,USA,Cultural
954827,692541.04,China,Beach
595766,404167.14,China,Beach
128644,714961.26,Egypt,Urban
67661,326138.69,Australia,Historical
540853,555626.15,Australia,Nature
468346,963874.46,India,Beach
458752,863038.08,China,Nature
192952,982585.47,Australia,Adventure
83812,210297.26,USA,Nature
832667,470770.95,France,Cultural
832924,450810.48,Egypt,Historical
528125,161476.32,France,Beach
542434,951076.67,India,Adventure
411221,925736.01,USA,Historical
844439,132806.2,USA,Nature
267573,100084.11,Egypt,Beach
119781,427554.59,Australia,Urban
408056,104983.33,India,Historical
511582,886988.44,Brazil,Nature
195583,243111.08,India,Adventure
994514,61221.72,France,Cultural
687556,763617.57,Australia,Nature
965962,807818.96,France,Urban
755936,506744.29,France,Historical
659304,76253.72,Brazil,Beach
369124,770098.65,Brazil,Historical
910202,502556.23,USA,Urban
728401,378189.65,Egypt,Nature
34920,40277.76,Australia,Urban
7242,155633.59,France,Cultural
703824,975819.2,USA,Adventure
47008,505010.66,Egypt,Adventure
821426,856517.82,India,Nature
47492,315853.04,USA,Nature
988834,59962.14,Brazil,Nature
435829,998640.52,Brazil,Historical
454632,646331.4,Brazil,Beach
2504,419349.8,Australia,Beach
17127,731886.65,USA,Urban
6280,76317.66,France,Nature
290365,452302.15,China,Cultural
83389,586019.87,France,Nature
308183,537738.66,Egypt,Beach
275821,835761.14,China,Beach
289867,173891.71,China,Historical
344701,822818.73,India,Cultural
175512,548982.52,Brazil,Adventure
225453,605589.66,USA,Nature
258099,931542.83,Australia,Historical
152568,49999.09,Egypt,Cultural
99705,621313.17,China,Historical
180882,909965.92,China,Beach
182714,279403.4,Brazil,Historical
978836,452948.81,Australia,Nature
231791,704887.51,China,Urban
428146,757241.12,Egypt,Beach
108785,484623.18,China,Adventure
952557,946287.62,China,Nature
922713,724203.84,Egypt,Beach
731901,252592.61,Brazil,Cultural
379805,997420.51,France,Urban
155980,581729.44,Egypt,Historical
669129,212391.57,USA,Urban
340536,827109.33,USA,Nature
18769,727247.96,Australia,Historical
239771,353437.39,China,Cultural
582538,255882.33,France,Cultural
613895,632296.76,India,Adventure
680709,736305.18,Brazil,Beach
500041,369787.89,India,Nature
714818,291003.48,India,Historical
997653,910116.59,India,Adventure
790374,484438.97,Brazil,Historical
444946,191435.32,Egypt,Nature
185773,884031.71,China,Historical
373637,729179.87,Australia,Beach
155004,495622.86,Australia,Beach
522424,965386.75,France,Adventure
42478,243913.87,France,Beach
62283,187255.76,USA,Adventure
937129,972415.01,Egypt,Nature
529317,391756.59,Egypt,Adventure
267338,104777.42,France,Beach
812486,274890.89,Brazil,Adventure
54601,291406.76,China,Cultural
383016,105956.28,USA,Adventure
525222,223714.27,India,Adventure
531591,484302.78,China,Urban
708487,761042.27,China,Cultural
98458,330917.44,Australia,Urban
275747,762614.89,India,Adventure
33090,272198.3,France,Historical
591022,799769.5,France,Historical
944845,961050.81,Egypt,Nature
526877,838967.26,France,Beach
810948,791177.58,Egypt,Urban
828404,491163.49,China,Nature
273606,331589.32,Egypt,Cultural
29685,760789.3,India,Adventure
926863,388420.16,Egypt,Beach
824022,405403.24,Egypt,Cultural
496516,81307.44,India,Cultural
370844,503037.66,France,Nature
181008,143335.85,India,Beach
842846,535443.66,Egypt,Historical
170216,745150.5,Australia,Urban
207058,929951.12,India,Cultural
577353,596033.31,India,Cultural
450785,432407.22,France,Beach
19607,243397.81,Brazil,Beach
582608,155925.42,USA,Cultural
60673,652055.62,Brazil,Cultural
219290,289726.56,France,Adventure
759372,940257.57,USA,Cultural
475962,256339.33,Egypt,Urban
807835,393365.35,USA,Beach
189402,21797.14,India,Adventure
785896,560244.56,France,Nature
770180,616729.62,Egypt,Beach
158410,293141.45,USA,Nature
719773,488534.09,France,Urban
292824,580042.92,Brazil,Cultural
373928,985069.82,Australia,Historical
454444,852820.81,France,Urban
172302,589359.57,China,Historical
934663,767726.7,India,Beach
54001,993216.4,USA,Urban
771977,595476.58,USA,Urban
986908,953014.6,USA,Adventure
817566,128818.37,Egypt,Historical
518318,227091.05,India,Urban
56921,51481.69,Brazil,Urban
870211,960579.3,Brazil,Adventure
53758,818559.5,Brazil,Cultural
939997,781968.99,Egypt,Adventure
212279,476534.41,Australia,Adventure
527982,667500.54,China,Nature
763676,256581.64,India,Historical
462141,78879.19,Egypt,Historical
151213,592179.54,USA,Urban
131710,601109.65,Brazil,Beach
509100,350404.34,Brazil,Urban
671196,454360.62,USA,Cultural
868313,631883.56,Brazil,Beach
900546,946051.75,USA,Cultural
363407,378015.53,France,Urban
335375,39508.69,Brazil,Historical
781541,229841.63,Egypt,Historical
525825,769739.46,China,Beach
53178,860331.14,Brazil,Adventure
572557,354077.35,USA,Nature
508910,352342.43,France,Nature
393845,929917.33,USA,Beach
916660,88404.08,Australia,Cultural
359128,333414.88,France,Historical
422874,626406.17,Egypt,Historical
738014,894443.36,Brazil,Urban
165256,293792.04,Brazil,Historical
114923,66457.07,Egypt,Beach
256144,242897.32,USA,Historical
41012,465499.9,Egypt,Beach
978561,805383.57,Australia,Historical
487766,526395.97,Egypt,Historical
557108,661896.28,Australia,Historical
472272,527414.26,Australia,Urban
233486,839983.79,France,Beach
940735,259444.83,France,Cultural
344634,55420.68,USA,Historical
500709,646186.14,Egypt,Cultural
242744,897211.1,USA,Urban
144807,786705.57,Egypt,Cultural
689622,137070.61,France,Nature
381822,584816.73,Brazil,Cultural
120557,733311.75,India,Historical
599293,441798.46,France,Beach
26411,428778.24,Australia,Cultural
452880,927491.25,Brazil,Adventure
151275,295402.95,Australia,Adventure
365692,832597.29,Egypt,Historical
131964,283676.9,France,Historical
629236,683516.96,Egypt,Nature
916891,314898.14,China,Historical
221786,834272.13,Brazil,Adventure
793552,759959.17,USA,Cultural
11027,940078.83,Brazil,Cultural
885795,875018.03,Australia,Beach
950975,267365.3,Brazil,Adventure
991472,935868.52,China,Urban
335761,285956.16,Brazil,Cultural
153238,819467.73,Australia,Urban
827869,645373.93,India,Beach
569675,107767.31,India,Cultural
122104,100922.81,Australia,Adventure
465640,17739.0,China,Cultural
745291,311540.71,Australia,Adventure
440031,659616.62,France,Adventure
331634,828119.89,USA,Urban
157563,85273.99,Egypt,Adventure
912128,173236.15,Brazil,Cultural
828012,293339.88,USA,Urban
846674,798537.13,India,Cultural
601170,776936.41,France,Historical
701601,969819.84,India,Beach
99623,831713.65,China,Urban
461543,722179.74,China,Beach
89280,709040.27,Australia,Urban
176808,784373.16,India,Nature
80236,738587.44,China,Cultural
910002,968529.36,France,Cultural
389765,673134.45,France,Cultural
358526,752192.61,Brazil,Beach
665824,682674.26,India,Nature
243558,423657.3,China,Urban
917116,808554.0,Brazil,Urban
678505,745713.69,France,Urban
452287,347013.16,France,Cultural
450785,993371.87,China,Adventure
685178,965290.29,France,Adventure
441265,277129.86,Australia,Cultural
209522,690182.82,Australia,Nature
109383,370195.2,USA,Historical
815618,654942.56,USA,Nature
54493,612170.6,India,Cultural
488432,654298.9,Australia,Adventure
513599,222156.68,USA,Urban
938246,982007.57,Egypt,Historical
344498,68482.29,Egypt,Adventure
94687,517565.16,Egypt,Adventure
575123,214984.47,China,Cultural
301543,772243.52,India,Urban
20904,999186.64,China,Nature
29975,276149.97,France,Nature
192347,284381.85,Egypt,Adventure
687753,650417.21,Egypt,Beach
945163,410347.29,Brazil,Adventure
499261,457783.56,Brazil,Adventure
313034,97014.11,Brazil,Cultural
66315,293581.11,India,Adventure
975157,400520.84,China,Adventure
169815,168657.09,USA,Urban
737710,969778.16,China,Cultural
502491,585965.74,Australia,Historical
498611,547530.2,Egypt,Urban
964047,967123.72,Brazil,Cultural
348224,14706.48,Egypt,Nature
93857,688761.69,Egypt,Adventure
449669,186822.78,France,Beach
22169,543528.6,China,Historical
514881,862447.77,USA,Beach
348674,188940.35,USA,Historical
247130,474664.61,India,Cultural
155596,190845.05,India,Adventure
495768,96585.47,India,Beach
777107,537224.41,France,Cultural
688362,670376.46,Australia,Cultural
116932,23453.34,France,Beach
397807,636446.06,India,Beach
344743,667312.84,Egypt,Nature
531567,957782.82,France,Cultural
390188,371717.33,Australia,Urban
400702,141245.47,Egypt,Cultural
955798,739521.06,China,Nature
280491,727644.68,China,Nature
159732,772375.09,India,Urban
515510,231865.5,China,Beach
424916,233924.28,USA,Nature
261731,301911.72,India,Beach
568512,447702.92,Brazil,Beach
858410,78037.16,USA,Adventure
471209,570651.18,France,Beach
324719,307840.74,India,Cultural
464124,399834.96,Australia,Nature
764215,800335.84,Brazil,Adventure
221779,498636.98,China,Beach
396374,209511.16,USA,Adventure
663884,526100.06,USA,Urban
575175,887622.7,Egypt,Cultural
657422,330015.22,France,Urban
54103,858563.62,India,Beach
723736,427517.27,Australia,Historical
430266,343888.06,Egypt,Urban
356861,123895.33,Brazil,Urban
489604,110930.36,India,Urban
946125,669302.03,Brazil,Cultural
500871,695056.87,India,Urban
853819,238455.26,France,Beach
502561,996221.89,China,Beach
803382,161633.32,India,Urban
478429,455976.59,Australia,Adventure
999750,184504.3,Australia,Cultural
249250,292147.08,Australia,Nature
371653,432516.65,Egypt,Nature
850133,458338.99,France,Historical
855550,338698.71,India,Beach
628837,53507.45,Brazil,Historical
454351,65882.03,Australia,Beach
225255,412427.28,USA,Beach
691990,993779.24,China,Urban
199269,380245.3,France,Beach
917242,951772.63,China,Adventure
247304,175691.05,Brazil,Adventure
50035,641988.59,USA,Beach
251147,853556.32,France,Beach
883669,723522.65,India,Beach
436614,18704.1,Australia,Beach
447620,81366.82,Australia,Adventure
672593,704127.19,Brazil,Beach
350839,76962.27,USA,Historical
239374,185956.52,Brazil,Beach
271932,476141.99,Egypt,Nature
774990,612745.37,Egypt,Historical
58658,268702.63,India,Beach
939885,252868.4,Egypt,Urban
842277,815308.68,Brazil,Historical
399790,572475.1,India,Nature
87612,769149.76,Australia,Adventure
437414,654468.1,USA,Cultural
984149,443704.63,Egypt,Historical
583199,503244.19,Brazil,Historical
865413,154005.38,Australia,Urban
630612,613725.67,India,Nature
985002,295707.01,Egypt,Adventure
377233,710621.05,France,Beach
990666,347146.83,China,Nature
481265,167777.35,Brazil,Nature
52999,604289.83,China,Beach
254054,118775.47,Egypt,Nature
402222,24046.81,Australia,Adventure
826039,22641.28,Egypt,Historical
249551,361471.49,Australia,Adventure
304427,293182.45,Australia,Cultural
102890,253443.51,Brazil,Cultural
944606,990164.91,China,Urban
467891,207728.51,France,Adventure
267656,814350.3,Egypt,Adventure
275926,736813.67,USA,Adventure
99259,672187.92,India,Beach
111517,370761.16,China,Cultural
393526,497077.38,India,Adventure
781264,174153.47,France,Cultural
326231,632673.83,France,Adventure
371631,935155.13,Egypt,Beach
778200,623055.63,India,Cultural
640120,626083.32,USA,Cultural
652681,525466.61,India,Adventure
254598,112333.97,Australia,Beach
576739,162847.45,Australia,Urban
457076,450036.56,China,Cultural
74761,163345.67,Australia,Beach
708561,445666.42,Australia,Historical
274442,211098.26,Australia,Nature
976128,412466.11,Egypt,Urban
583867,724890.12,Brazil,Beach
487014,186767.62,USA,Urban
282978,848825.2,Australia,Cultural
545714,109248.64,Australia,Urban
252879,351620.96,India,Nature
484106,332118.12,China,Adventure
741488,652607.17,Australia,Adventure
246639,48863.11,France,Nature
911412,306315.97,Egypt,Historical
577995,89402.74,USA,Historical
353069,127158.74,Brazil,Adventure
243564,357647.91,USA,Adventure
724181,829867.56,France,Cultural
21711,836482.22,USA,Historical
437972,259030.72,China,Adventure
274766,273733.25,China,Adventure
173285,201417.35,USA,Cultural
320819,655338.64,China,Historical
217151,312018.36,Australia,Historical
705102,762268.55,Egypt,Adventure
244365,769301.26,India,Adventure
456584,571539.24,Brazil,Nature
352043,805043.84,Brazil,Cultural
980817,980748.94,India,Urban
523306,210511.36,Australia,Adventure
407072,986825.5,Brazil,Urban
916659,355555.06,Brazil,Beach
812508,518949.57,Australia,Nature
298213,947184.09,China,Adventure
823315,921710.95,USA,Nature
966155,789127.76,USA,Cultural
642556,399333.37,France,Cultural
193167,447512.64,Brazil,Nature
904557,548619.18,Australia,Nature
470311,37902.69,India,Beach
351305,203623.79,Egypt,Historical
631645,163709.86,Australia,Urban
999664,966022.6,Australia,Cultural
776741,977926.84,Egypt,Adventure
826139,255362.83,India,Historical
787450,629887.82,India,Nature
195907,361685.76,India,Adventure
744743,421786.62,China,Nature
539942,685197.36,India,Beach
605738,916261.48,Egypt,Nature
269727,207203.77,Brazil,Urban
638346,420738.64,Egypt,Adventure
66093,577140.08,France,Urban
730770,712836.11,Brazil,Nature
369645,239070.26,China,Urban
257871,429071.59,India,Cultural
65795,405070.1,Egypt,Beach
2568,911773.95,China,Historical
942994,120280.48,USA,Beach
25418,1897.79,China,Cultural
91726,195869.85,Brazil,Beach
168718,451322.87,China,Adventure
215823,909766.77,Brazil,Historical
810900,675172.87,USA,Nature
260061,65166.89,India,Beach
29682,769225.22,China,Beach
481004,527898.28,China,Cultural
430845,222163.61,Australia,Cultural
518535,396886.31,China,Adventure
426491,800400.19,Egypt,Adventure
241556,138681.52,China,Cultural
815015,392466.32,Egypt,Historical
78243,345262.19,France,Historical
672998,118336.36,India,Urban
245120,930919.87,USA,Beach
888839,372879.66,Brazil,Historical
359404,481841.27,Brazil,Adventure
352026,444677.25,Egypt,Nature
152249,595730.61,India,Cultural
13797,106877.85,Egypt,Cultural
39639,377118.61,Brazil,Urban
286964,13255.08,Australia,Beach
484727,998579.79,Brazil,Urban
691225,69045.5,India,Historical
15570,811529.37,Australia,Beach
933871,941175.98,Egypt,Urban
879276,773842.84,USA,Adventure
46327,700961.89,France,Beach
796427,611715.8,Australia,Adventure
516138,433258.64,France,Adventure
18699,46906.06,Brazil,Historical
15195,152111.83,USA,Adventure
553791,182126.76,France,Cultural
821994,674924.85,India,Cultural
313819,643997.09,Australia,Adventure
206353,187890.19,France,Historical
509102,760006.14,India,Nature
938418,538406.2,USA,Historical
884262,537383.96,Egypt,Nature
68277,915347.13,France,Historical
888104,150934.32,USA,Urban
786551,921806.62,Brazil,Historical
288663,718469.56,India,Cultural
76795,634920.41,France,Nature
497314,649773.72,France,Cultural
530513,137548.93,Brazil,Urban
455729,795184.6,USA,Urban
31580,189667.87,India,Cultural
189567,919807.95,France,Cultural
474047,291229.02,China,Adventure
823338,877850.37,Australia,Urban
158111,882590.57,Australia,Historical
562587,374926.15,India,Urban
861569,909494.9,Egypt,Urban
739875,210960.91,France,Adventure
9819,264457.75,Egypt,Beach
542624,718808.65,India,Cultural
202403,129191.05,Australia,Nature
181326,734118.15,Brazil,Historical
221111,220884.04,Brazil,Urban
647273,805088.01,USA,Urban
755192,306266.56,Brazil,Historical
8313,314720.63,Brazil,Urban
759629,969996.18,Australia,Cultural
296970,577054.24,USA,Adventure
188011,248267.33,Brazil,Nature
540029,867564.82,India,Urban
803755,986813.25,Australia,Cultural
574589,921973.8,Egypt,Nature
958296,447169.3,China,Beach
361321,551658.83,USA,Nature
745355,975092.33,Egypt,Historical
132732,21435.06,Brazil,Historical
808672,291322.04,France,Nature
71453,622369.28,Australia,Historical
835313,29004.05,Australia,Beach
525581,791110.68,China,Historical
685058,663206.84,France,Historical
282556,47633.48,Egypt,Adventure
344626,540189.98,China,Urban
46915,420441.07,Egypt,Adventure
400958,735227.97,Brazil,Historical
532157,644332.4,Brazil,Beach
494935,579703.92,France,Nature
22602,42833.93,France,Adventure
373598,121791.68,India,Nature
500054,407330.45,Brazil,Historical
75226,889664.23,China,Historical
797886,412309.58,USA,Urban
622906,698630.99,Australia,Urban
105188,981633.72,Egypt,Historical
904427,19512.39,India,Beach
18181,851486.17,Australia,Cultural
739265,741465.56,France,Cultural
191474,591816.51,USA,Urban
633308,977744.45,Australia,Nature
629663,240430.47,France,Beach
285327,75069.39,Egypt,Urban
197545,299034.58,USA,Beach
514768,394524.73,USA,Beach
74637,860184.9,Egypt,Historical
500714,715128.8,Egypt,Urban
130138,507566.06,Egypt,Nature
455896,647311.59,Egypt,Historical
112232,161277.65,India,Urban
91585,684163.0,France,Beach
712671,193699.47,Australia,Historical
513948,343809.56,France,Beach
551531,757936.16,Brazil,Adventure
842070,331063.22,Australia,Nature
96384,605025.77,France,Adventure
900983,208474.8,China,Cultural
519398,554800.94,India,Nature
943732,931586.97,Egypt,Urban
208389,155809.21,Egypt,Cultural
525932,469970.47,India,Adventure
796325,532274.39,China,Urban
155468,715754.25,India,Cultural
610073,47806.96,China,Beach
486586,290543.23,Brazil,Urban
605373,462060.43,Brazil,Historical
891476,909077.68,India,Urban
649966,401017.89,Brazil,Adventure
803810,746568.32,India,Beach
528959,719131.38,China,Historical
899755,156276.42,USA,Nature
899291,408798.86,Brazil,Adventure
811306,612002.34,France,Beach
393159,306602.07,Egypt,Adventure
484641,655263.18,India,Adventure
148036,918730.19,France,Beach
251521,829435.2,Brazil,Historical
221775,2002.51,India,Adventure
854142,815495.13,India,Cultural
460706,326486.89,Egypt,Urban
12164,928144.99,Egypt,Cultural
821366,9572.54,Brazil,Historical
892365,41548.65,Brazil,Cultural
87218,728837.52,Egypt,Urban
390663,405558.29,USA,Nature
878007,14743.04,Egypt,Urban
28262,363751.41,Brazil,Historical
56005,61898.24,India,Historical
609849,935240.95,India,Cultural
783589,871756.39,India,Urban
378100,70470.76,France,Urban
433529,701536.34,India,Cultural
565041,752292.89,USA,Historical
733011,269092.28,Australia,Historical
680787,419864.35,USA,Nature
570184,806632.39,Brazil,Adventure
465588,947047.21,Brazil,Cultural
881943,176468.37,Australia,Adventure
64295,373968.67,Egypt,Historical
924268,289337.91,France,Adventure
47189,677047.8,USA,Adventure
942883,742590.91,Brazil,Historical
234122,882602.27,USA,Historical
107982,653159.21,China,Urban
711183,733899.08,China,Nature
750053,651823.7,Australia,Cultural
684586,772230.52,Egypt,Adventure
836136,110265.32,China,Nature
886170,73431.33,India,Cultural
782172,418896.52,Egypt,Historical
899716,211760.05,China,Adventure
182937,645031.44,Australia,Adventure
504591,669304.98,USA,Adventure
24600,215344.82,Egypt,Urban
445750,691584.09,France,Nature
886563,355928.64,France,Nature
943905,175186.26,France,Urban
419363,426644.2,France,Beach
268358,704589.34,Australia,Beach
55976,353020.11,Egypt,Nature
551191,802097.02,Brazil,Adventure
625376,665858.89,Egypt,Historical
838010,365309.09,USA,Beach
662407,471450.2,USA,Beach
283217,661147.77,Egypt,Cultural
122254,434194.9,Egypt,Cultural
539274,944415.36,USA,Adventure
104589,761327.07,Australia,Beach
963389,403336.63,France,Nature
96889,382059.79,USA,Nature
248853,306743.18,China,Historical
719914,703206.6,France,Urban
378973,138786.92,Egypt,Cultural
380699,806017.68,Australia,Nature
530789,682520.23,USA,Beach
249940,706990.34,USA,Cultural
85862,722467.36,France,Urban
857921,406396.49,Egypt,Nature
795481,771401.23,France,Adventure
615926,600864.84,Egypt,Historical
768317,181945.19,USA,Historical
686343,639200.49,USA,Beach
363138,136009.26,China,Adventure
848907,207135.2,USA,Adventure
157081,520100.66,USA,Cultural
14664,671280.91,Australia,Adventure
455374,407771.06,France,Urban
112811,757787.96,USA,Cultural
117635,382310.8,Egypt,Nature
426011,277727.92,China,Nature
887064,390593.42,Egypt,Adventure
701952,260590.18,USA,Nature
223632,472489.29,France,Urban
634232,796925.16,Australia,Urban
980380,280762.2,Egypt,Urban
467358,134106.59,India,Nature
44464,125860.62,France,Cultural
48988,626611.77,Egypt,Adventure
992445,2063.79,Egypt,Beach
181389,265315.7,Egypt,Cultural
660360,685303.52,Brazil,Adventure
422906,498633.52,China,Historical
853727,532728.7,France,Nature
963594,374853.69,USA,Adventure
444079,96438.0,Brazil,Nature
690517,604509.27,Egypt,Cultural
636209,485125.99,India,Historical
272147,951264.61,China,Cultural
791755,254191.19,China,Cultural
424953,679414.65,Australia,Beach
609187,257185.83,France,Beach
735109,222107.23,India,Adventure
246316,470643.34,Brazil,Historical
594533,300531.67,Australia,Historical
909269,197292.56,Australia,Cultural
281400,35312.0,Egypt,Urban
603455,467384.91,USA,Beach
545208,339287.66,China,Nature
390232,667786.26,Egypt,Historical
794387,32408.99,Australia,Adventure
470617,982328.34,France,Adventure
145128,148474.23,Egypt,Urban
332227,508167.37,India,Historical
539337,543225.71,Egypt,Historical
578124,643853.59,Brazil,Cultural
863441,260061.89,Australia,Beach
365365,448578.61,France,Historical
692332,407802.78,France,Nature
906246,169319.33,China,Beach
116274,667637.55,Brazil,Cultural
186982,526229.4,Brazil,Urban
106800,564826.86,India,Cultural
302553,481107.84,Australia,Historical
873598,287781.03,France,Nature
61242,746779.59,France,Urban
930442,146511.48,France,Nature
954575,475965.47,Brazil,Cultural
540394,131704.07,France,Nature
270603,652096.13,Australia,Urban
295952,310018.27,India,Historical
231726,169097.4,Egypt,Historical
445946,436705.46,France,Urban
1855,164315.41,France,Urban
32292,926394.69,Brazil,Urban
824264,191503.99,Egypt,Historical
595204,136584.54,France,Cultural
118696,947171.71,Egypt,Cultural
1261,988784.58,Brazil,Historical
999891,462329.96,Egypt,Historical
277722,12272.96,India,Adventure
198604,71053.06,Australia,Nature
982072,732662.05,Brazil,Cultural
839443,283846.29,Australia,Beach
813254,38127.25,China,Cultural
458409,124211.45,China,Historical
532636,917225.97,Egypt,Cultural
678503,868749.74,China,Urban
141700,754510.33,Australia,Nature
586206,890924.52,India,Adventure
632636,539289.33,Brazil,Historical
880926,483823.19,India,Adventure
261728,353462.93,Australia,Adventure
631715,210069.29,Brazil,Beach
109812,119928.47,France,Cultural
363806,776587.06,USA,Cultural
438549,43535.32,China,Nature
883827,542376.17,Brazil,Cultural
225882,339422.07,Australia,Nature
275736,651550.25,India,Beach
117851,395186.33,France,Adventure
559889,94382.93,China,Urban
739096,733594.81,USA,Historical
93653,890025.18,China,Urban
88655,334171.85,USA,Nature
504481,103177.17,USA,Historical
198037,362196.76,USA,Urban
86633,599889.76,Brazil,Adventure
699510,54557.93,Brazil,Beach
501349,894632.73,France,Beach
689406,686249.23,Australia,Urban
127755,470119.93,India,Beach
319437,709735.32,Brazil,Beach
744606,353023.84,Egypt,Historical
